company_name,ico,segment,is_client,play_type,employee_count,current_acv_eur,potential_acv_eur,whitespace_eur,current_products,top_upsell,all_upsells,competitor_tools,nearest_renewal,days_to_renewal
Karl Roll Gmbh & Co. KG,,unknown,False,greenfield,75,0,8000,8000,,,,,,
KALLFASS VERPACKUNGSMASCHINEN GmbH,,unknown,False,greenfield,67,0,8000,8000,,,,,,
JÄGER Umwelt - Technik,,unknown,False,greenfield,55,0,8000,8000,,,,,,
Johs. Boss GmbH & Co. KG,,unknown,False,greenfield,82,0,8000,8000,,,,,,
JETRO (Japan External Trade Organization),,unknown,False,greenfield,55,0,8000,8000,,,,,,
INSTEEL Sp. z o.o.,,unknown,False,greenfield,60,0,8000,8000,,,,,,
Inelta Sensorsysteme GmbH & Co. KG,,unknown,False,greenfield,64,0,8000,8000,,,,,,
INDAG Maschinenbau GmbH,,unknown,False,greenfield,52,0,8000,8000,,,,,,
IMOBERDORF AG,,unknown,False,greenfield,93,0,8000,8000,,,,,,
Hufschmied Zerspanungssysteme GmbH,,unknown,False,greenfield,83,0,8000,8000,,,,,,
HEYPAC,,unknown,False,greenfield,78,0,8000,8000,,,,,,
Hembrug Machine Tools,,unknown,False,greenfield,90,0,8000,8000,,,,,,
Heimatec GmbH,,unknown,False,greenfield,80,0,8000,8000,,,,,,
Hartmann & König Stromzuführungs AG,,unknown,False,greenfield,83,0,8000,8000,,,,,,
GST GRINDER GMBH,,unknown,False,greenfield,82,0,8000,8000,,,,,,
GDS Präzisionszerspanungs GmbH,,unknown,False,greenfield,52,0,8000,8000,,,,,,
Gasparini Spa,,unknown,False,greenfield,74,0,8000,8000,,,,,,
Fours Industriels B.M.I.,,unknown,False,greenfield,54,0,8000,8000,,,,,,
Flexmont Kft.,,unknown,False,greenfield,75,0,8000,8000,,,,,,
FACCIN Group,,unknown,False,greenfield,66,0,8000,8000,,,,,,
ErgoPack Deutschland GmbH,,unknown,False,greenfield,85,0,8000,8000,,,,,,
Emba Protec GmbH & Co. KG,,unknown,False,greenfield,57,0,8000,8000,,,,,,
ELTEX ELEKTROSTATIK GmbH,,unknown,False,greenfield,85,0,8000,8000,,,,,,
DST-CHEMICALS A/S,,unknown,False,greenfield,80,0,8000,8000,,,,,,
DEUBLIN ITALIANA,,unknown,False,greenfield,66,0,8000,8000,,,,,,
Dejond N.V.,,unknown,False,greenfield,99,0,8000,8000,,,,,,
Cutlite Penta,,unknown,False,greenfield,82,0,8000,8000,,,,,,
Conductix Wampfler,,unknown,False,greenfield,57,0,8000,8000,,,,,,
CMA machine tools,,unknown,False,greenfield,58,0,8000,8000,,,,,,
CHAINWAY,,unknown,False,greenfield,74,0,8000,8000,,,,,,
CED Central European Economic Development Network Nonprofit Ltd.,,unknown,False,greenfield,56,0,8000,8000,,,,,,
Carl Benzinger GmbH,,unknown,False,greenfield,79,0,8000,8000,,,,,,
BTB Transfer SPA,,unknown,False,greenfield,56,0,8000,8000,,,,,,
Blohm Jung GmbH,,unknown,False,greenfield,83,0,8000,8000,,,,,,
Black Bruin,,unknown,False,greenfield,86,0,8000,8000,,,,,,
BIG KAISER Precision Tooling Ltd.,,unknown,False,greenfield,76,0,8000,8000,,,,,,
Automatic-Systeme Dreher GmbH,,unknown,False,greenfield,95,0,8000,8000,,,,,,
Atek Sensor,,unknown,False,greenfield,93,0,8000,8000,,,,,,
Affolter Group SA,,unknown,False,greenfield,95,0,8000,8000,,,,,,
"Power cast – ORTMANN, s. r. o.",,unknown,False,greenfield,67,0,8000,8000,,,,,,
Xmarton s.r.o.,04666984,D&M,True,upsell,23,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-11,18
"Valk Welding CZ, s.r.o.",27186563,D&M,True,upsell,5,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-09,16
STIEBER,04282116,unknown,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-30,221
STEM,04512863,unknown,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-12-27,613
REFIMA s.r.o.,25304801,AEC,True,upsell,26,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-17,208
NIBE ENERGY SYSTEMS CZ,28857721,D&M,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-20,211
MRM Machinery s.r.o.,03985806,unknown,True,upsell,6,42500,50400,7900,AutoCAD LT | Inventor | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-06-04,42
"MEGATRON, s.r.o.",45799300,unknown,True,upsell,7,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-08-20,119
JOBKA services s.r.o.,08384681,unknown,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-09,77
innogy Energo,25115171,AEC,True,upsell,15,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-09,77
"GAMA OCEL, spol. s r.o.",26295849,D&M,True,upsell,26,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-06,44
"FENIX Trading, s.r.o.",48399043,unknown,True,upsell,21,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-17,147
centra,01673408,D&M,True,upsell,14,1500,9400,7900,AutoCAD LT | Fusion + EAGLE,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-04-25,2
SIMEVA s.r.o.,01999605,D&M,True,upsell,9,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-30,221
Siemens Energy,05597919,D&M,True,expand+displace,100000,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),mathcad; ptc creo; bentley openplant; microstation; bentley staad,2026-11-20,211
PRIAM s.r.o.,01676750,D&M,True,upsell,18,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-10,140
MESIT machinery,46995242,D&M,True,upsell,250,42500,50400,7900,AutoCAD LT | Inventor | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-06-04,42
Len+k architekti,27414957,AEC,True,upsell,1,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-17,55
IVYSO spol.s.r.o.,41539567,D&M,True,upsell,10,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-22,90
GT Energy,23172401,unknown,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-21,363
CZ-AUTO SYSTEMS,23402474,D&M,True,upsell,5,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-19,330
Nábytek Mikulík s.r.o.,07438915,AEC,True,upsell,19,1500,9400,7900,AutoCAD LT | ReCap Pro,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-21,273
T-Drill,,unknown,True,upsell,7,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-19,179
"KOVMECH, s.r.o.",,unknown,True,upsell,,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-11-08,564
"JHL - PRODUKT, s.r.o.",,unknown,True,upsell,19,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-08,319
Genkinger GmbH,,unknown,True,upsell,56,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-24,215
Freddy Products Ltd,,unknown,True,upsell,18,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-08,319
"EMSYST, spol. s r.o.",,unknown,True,upsell,11,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-10-05,896
EMAG Systems GmbH,,unknown,True,expand+displace,2848,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),siemens plm,2026-11-17,208
ELMEA SRL,,unknown,True,upsell,14,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-25,336
CITRONIX,,unknown,True,upsell,24,1500,9400,7900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-02-23,306
Hladik,00714437,AEC,True,upsell,360,1600,9400,7800,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-09,47
Elitmat s.r.o.,01829297,AEC,True,upsell,11,700,8400,7700,Flex,AEC Collection,AEC Collection; PDMC,,2026-06-18,56
Horizon Holding,,unknown,True,upsell,14,2700,10400,7700,AutoCAD | AutoCAD LT,AEC Collection,AEC Collection; PDMC; Forma,,2026-10-04,164
ALFA PROFI s.r.o.,29187923,D&M,True,upsell,13,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-31,99
AIR PROFI s.r.o.,19471351,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-31,99
Agdata s.r.o.,05171750,D&M,True,upsell,6,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-03,255
Adash spol. s r.o.,42867649,M&E,True,upsell,104,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-01,222
4dot Mechatronic Systems s.r.o.,03624633,D&M,True,upsell,16,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-26,186
HAGOS,45786089,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-01,222
ALMIG KOMPRESORY s.r.o.,28518756,D&M,True,upsell,18,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-04-23,0
"ABE.TEC, s.r.o.",25992333,M&E,True,upsell,11,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-10,78
Tomáš Kučera,01088823,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-11,18
Rony,04610849,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-25,32
YALE,22743855,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-30,221
ThermoWhite CZ s.r.o.,07616601,D&M,True,upsell,5,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-25,32
SWECO,00371762,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-19,361
Smart View s.r.o.,29312876,D&M,True,upsell,12,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-30,190
SMAR,13991001,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-10,262
SCHUNK Intec s.r.o.,26964651,unknown,True,expand+displace,3483,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,solidworks; ptc creo; dassault systemes; ptc windchill plm,2026-08-19,118
"Schneider Electric CZ, s.r.o.",60467550,M&E,True,upsell,861,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-08-24,123
RAYNET s.r.o.,24083810,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-07,259
protechnik systems s. r. o.,28534948,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2029-03-23,1065
Panasonic Industry,29374570,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,,
MHI Servis s.r.o.,27744175,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-21,89
Majstrštych Design s.r.o.,09544232,AEC,True,upsell,7,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-20,88
KONTURA TOOLS s.r.o.,26259419,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-10,262
KALINA industries s.r.o.,27758991,D&M,True,upsell,77,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2028-11-30,952
KAITRADE spol. s r.o.,45801096,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-01,161
IKOV TRADE a.s.,25291424,M&E,True,upsell,11,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-08,168
Gimatic Czech Republic s.r.o.,24230049,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-30,190
FORMAT 1 spol. s r.o.,42660131,D&M,True,upsell,16,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-29,159
EKO - ŠIMKO s.r.o.,25943561,D&M,True,upsell,10,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-08,260
EAS,04639651,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2029-02-23,1037
DelpSys,03605400,AEC,True,upsell,15,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-19,361
"BOMAR, spol. s r.o.",48908827,AEC,True,upsell,301,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-12,233
ATEsystem s.r.o.,01392042,D&M,True,upsell,25,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2028-07-28,827
ANVI TRADE s. r. o.,63990920,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-01,161
"Ústav fyziky materiálů AV ČR, v. v. i.",03740455,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-24,215
United Machining Czech Republic s.r.o.,27754081,M&E,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-08-11,475
TECNOTRADE OBRÁBĚCÍ STROJE s.r.o.,26964937,D&M,True,upsell,84,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-02,162
Stema-tech s.r.o.,45475814,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-17,238
Rotor Clip s.r.o.,24179370,AEC,True,expand+displace,500,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,dassault systemes,2026-10-28,188
"REKO PRINT, s.r.o.",29225701,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-20,180
Ray Service,27671259,unknown,True,upsell,355,2800,10400,7600,AutoCAD | Fusion,AEC Collection,AEC Collection; PDMC; Forma,,2026-09-21,151
QUITEC s.r.o.,62913425,D&M,True,upsell,14,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-03-08,319
PRESSTON spol. s r.o.,47911611,D&M,True,upsell,11,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-05,165
PLAZMATECH SYSTEMS s.r.o.,25997521,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-08-19,118
ORLIČAN,00009181,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-29,281
Ondrej Sarvaš,23943912,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-21,273
Martin Vodvárka,02295326,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-04-27,4
LOMAX & Co s.r.o.,26903920,D&M,True,upsell,306,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-31,191
"Letech Industry, s.r.o.",23336269,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-02,132
JC - METAL s.r.o.,25366963,D&M,True,upsell,15,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-07,14
Jana Svobodová,00710687,AEC,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2029-02-11,1025
Hana Kroa,69468311,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-04-27,4
DEVELOPMENT AGENCY,09872043,AEC,True,upsell,,2800,10400,7600,Fusion | Maya,PDMC,PDMC; M&E Collection; Fusion Mfg Ext,,2026-11-25,216
Deco Media s.r.o.,03140024,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-06-29,67
CNC-INAXES s.r.o.,28815777,D&M,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-29,189
BRUKO TECHNOLOGIE s.r.o.,02363925,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-27,279
ALWAID s.r.o.,26897831,D&M,True,upsell,25,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-02,344
Alkion service s.r.o.,28875931,AEC,True,upsell,14,2800,10400,7600,AutoCAD | Fusion,AEC Collection,AEC Collection; PDMC; Forma,,2026-09-21,151
AKIRE s.r.o.,06383416,AEC,True,upsell,5,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-29,189
AGD PRINT s.r.o.,60725010,D&M,True,upsell,7,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-04,195
"ŽĎAS, a. s.",46347160,D&M,True,upsell,1641,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-03-14,325
YIT Czechia s.r.o.,26420562,AEC,True,upsell,100,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-08-22,486
Pro média,03657213,M&E,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-01,161
KORE,05746329,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-04,225
EN/DE,08091366,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-22,213
DI industrial spol. s r.o.,60710268,D&M,True,upsell,75,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-21,363
"ALW INDUSTRY, s. r. o.",60794372,D&M,True,upsell,8,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-08,15
"Aluminium Group, a. s.",25546660,D&M,True,upsell,76,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-26,278
SPORT IN ART,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-28,219
HRG Tiskárna,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-30,190
BOMMA,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-12,233
Karel,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-11-23,214
Fores Technology Group,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-05,257
STANDARD INDUSTRIE INTERNATIONAL SAS,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2028-11-30,952
PTL - Instruments GmbH,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-06-11,49
pewag engineering GmbH,,unknown,True,upsell,32,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-12,264
OSAKA Solutions,,unknown,True,upsell,16,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-10,17
MERLIN TECHNOLOGY GmbH,,unknown,True,upsell,73,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-31,283
Machine Tool Industries,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2028-11-30,952
Limitronic,,unknown,True,upsell,27,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-26,247
Kwapil & Co. GmbH,,unknown,True,upsell,19,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-06-30,68
KROMAS - omílání,,unknown,True,upsell,18,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-22,152
Curtis Instruments,,unknown,True,expand+displace,2184,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,dassault systemes; solidworks,2026-06-11,49
"Centrum tachografů, s.r.o.",,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-02-23,306
Banner Engineering Corp.,,unknown,True,expand+displace,5500,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,ptc windchill plm; siemens plm; ptc integrity; ptc creo; ptc creo (pro/engineer),2026-11-16,207
závod,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-18,239
Valenta Technology,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-12,264
UAV Technology park,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-27,279
SCHMIDT Technology GmbH,,unknown,True,upsell,287,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-06,258
"Plastcom, spol. s r.o.",,unknown,True,upsell,76,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-08-19,118
"M-D-J, spol. s r.o.",,unknown,True,upsell,79,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-23,153
Lista AG,,unknown,True,upsell,500,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-21,181
KOCH-TECHNIK,,unknown,True,upsell,105,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-12,19
HF TECHNIK s.r.o.,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-05-12,19
FELTES,,unknown,True,upsell,16,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-04-27,4
BORSIG Membrane Technology GmbH,,unknown,True,upsell,17,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-07,349
BOECK Technology GmbH,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-01-27,279
"BJ Energy, s.r.o.",,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-05,135
Bernd Siegmund GmbH,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-14,174
ARGENTOX Ozone Technology GmbH,,unknown,True,upsell,8,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-04-07,349
4Boars,,unknown,True,upsell,,600,8200,7600,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-12,233
Sankov,48126098,M&E,True,upsell,,9800,17350,7550,PDMC | Vault,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-06-28,66
Diprotex,,unknown,True,upsell,27,19600,27000,7400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2027-01-19,271
Projekt IOR,,unknown,True,upsell,,17200,24600,7400,AutoCAD | PDMC,AEC Collection,AEC Collection; Forma; Fusion Mfg Ext,,2026-05-02,9
Projekt IEPTT,,unknown,True,upsell,,17200,24600,7400,AutoCAD | PDMC,AEC Collection,AEC Collection; Forma; Fusion Mfg Ext,,2026-05-02,9
"ČEZ ESCO, a.s.",03592880,D&M,True,upsell,,1200,8200,7000,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2027-02-28,311
MT,01552805,AEC,True,upsell,,1200,8200,7000,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-09-30,160
